FILENAME,ModalName,Name_Agreement_Total,Name_Agreement_Responders,DKO,DKN,Category,Familiarity_Mean,Visual_Complexity_Mean,Objective_Agreement_Mean,Viewpoint_Mean,Manipulability_Mean,H-value
candelabra,candelabra,0.357142857,0.365853659,0,0.02,Decoration & gift accessory,4.285714286,2.404761905,,,2.764705882,2.394768484
candle01,candle,0.974358974,1,0,0.03,Decoration & gift accessory,4.263157895,2.131578947,3.96969697,2.666666667,2.878787879,0
candle08b,candle,0.948717949,0.973684211,0.03,0,Decoration & gift accessory,4.282051282,2.184210526,3.848484848,3.878787879,2.696969697,0.175565026
candleholder01,candle holder,0.394736842,0.535714286,0.08,0.18,Decoration & gift accessory,3.486486486,2.486486486,3.21875,3.9375,2,1.624044781
candy,candy,0.921052632,0.945945946,0,0.03,Food,4.358974359,2.076923077,3.878787879,3.818181818,2.333333333,0.35742889
candycane01a,candy cane,0.976190476,0.976190476,0,0,Food,4.904761905,1.69047619,4.28125,3.1875,2.441176471,0.16232618
candydispenser,Candy dispenser,0.357142857,0.384615385,0,0.02,Food,4.619047619,2.952380952,,,3.029411765,2.330721465
cane,cane,0.641025641,0.714285714,0,0.08,Medical instrument & accessory,3.461538462,2.282051282,3.90625,3.033333333,3.689655172,1.311963596
canister,canister,0.179487179,0.212121212,0,0.15,Kitchen & utensil,3.512820513,2.897435897,,,2.147058824,3.554658984
cannon,cannon,0.880952381,0.925,0,0.02,War related weapon & item,4.261904762,2.523809524,3.875,3.65625,2.647058824,0.503183732
canoepaddle02,Paddle,0.547619048,0.58974359,0.02,0.05,Outdoor activity & sport item,4.071428571,1.571428571,4.1875,3.6875,4.058823529,1.892925616
cantaloupe01,cantaloupe,0.564102564,0.578947368,0,0.03,Food,4.282051282,2.153846154,4.484848485,4.121212121,1.333333333,1.481426313
cap01a,cap,0.486486486,0.486486486,0,0,Clothing,4.378378378,2.621621622,3.545454545,4.03030303,3.424242424,2.122428785
cap03,hat,0.380952381,0.41025641,0,0.02,Clothing,4.214285714,2.214285714,,,2.787878788,3.039001181
car,Car,0.80952381,0.80952381,0,0,Vehicle,4.571428571,2.976190476,3.125,3.21875,3.323529412,1.160683516
carantenna,Antenna for a car,0.142857143,0.333333333,0.43,0.12,Electronic device & accessory,2.641025641,2,,,1.68,3.044110418
carbattery,Car battery,0.476190476,0.666666667,0.12,0.17,Electronic device & accessory,3.585365854,2.512195122,,,2.15625,1.758938532
cardboardbox,box,0.58974359,0.58974359,0,0,Stationary & school supply,4.076923077,1.692307692,3.96875,3.71875,2.375,1.940574092
cardinal,bird,0.317073171,0.351351351,0,0.1,Bird,3.902439024,3.268292683,,,1.529411765,2.590146564
caribou02,Moose,0.595238095,0.641025641,0,0.05,Mammal,4.023809524,3.047619048,3.625,3.1875,1.911764706,1.959606188
carjack,Car jack,0.142857143,0.375,0.38,0.21,Hand labour tool & accessory,2.4,2.625,,,2.714285714,1.936278124
carkey,car keys,0.657894737,0.657894737,0,0,Vehicle,4.153846154,2.435897436,3.939393939,3.818181818,3.151515152,1.731975415
carlighter02,car lighter,0.238095238,0.454545455,0.41,0.05,Electronic device & accessory,3.128205128,2.6,,,2.625,2.056215009
carmat,car mat,0.357142857,0.394736842,0,0.05,Vehicle,4.333333333,1.976190476,,,2.03030303,2.643509437
carrot01,carrot,0.974358974,0.974358974,0,0,Food,4.394736842,1.868421053,3.909090909,3.393939394,2.121212121,0.172036949
carsidemirror01,car side mirror,0.214285714,0.230769231,0,0,Vehicle,4.761904762,1.761904762,,,2.970588235,2.82030054
cartonofeggs,Egg carton,0.452380952,0.452380952,0,0,Food,4.80952381,2.238095238,,,3.735294118,1.548954434
carwashmitt,car wash mitt,0.102564103,0.148148148,0.05,0.21,Household article & cleaner,3.444444444,2.594594595,,,2.176470588,4.014146761
casabamelon,squash,0.30952381,0.419354839,0.14,0.1,Food,3.952380952,1.785714286,,,1.65625,2.264198606
cashregister01,cash register,0.904761905,0.926829268,0,0,Electronic device & accessory,4.476190476,2.666666667,3.75,3.125,3.294117647,0.493619187
cassettetape01a,cassette tape,0.342105263,0.351351351,0,0,Electronic device & accessory,4.289473684,2.842105263,4.575757576,3.606060606,2.34375,2.254723709
castle,castle,0.595238095,0.609756098,0,0,Building infrastructure,3.785714286,3.547619048,2.875,3.53125,1.545454545,2.379590913
castletower,Castle tower,0.404761905,0.435897436,0,0.05,Building infrastructure,3.761904762,2.738095238,,,1.545454545,2.165718174
cat,cat,0.880952381,0.880952381,0,0,Feline,4.476190476,2.857142857,3.59375,3.78125,2.794117647,0.68982547
catchermask,Catcher’s mask,0.142857143,0.162162162,0.05,0.07,Outdoor activity & sport item,3.243902439,3,,,2.393939394,4.195675663
cattail,Cat tail,0.119047619,0.208333333,0.05,0.24,Natural element,3.585365854,2.170731707,,,1.441176471,3.736440502
cauliflower01,cauliflower,0.897435897,0.945945946,0,0.03,Food,4.421052632,2.473684211,4.333333333,3.96969697,1.212121212,0.35742889
caulking,caulking,0.256410256,0.416666667,0.1,0.28,Hand labour tool & accessory,3.324324324,2.297297297,4.09375,4.09375,1.90625,2.950825795
cclamp,clamp,0.171428571,0.315789474,0.03,0.4,Hand labour tool & accessory,3,2.545454545,3.064516129,3.0625,2.09375,2.465069462
cd,cd,0.923076923,0.923076923,0,0,Electronic device & accessory,4.710526316,2.657894737,4.34375,4.15625,2.5,0.513163756
cedarwaxwing,bird,0.69047619,0.828571429,0.02,0.14,Bird,3.585365854,3,3.40625,3.46875,2,1.104098764
ceilingfan01,Ceiling fan,0.69047619,0.707317073,0,0,Building infrastructure,4.69047619,2.071428571,3.90625,3.71875,2.382352941,1.287272764
ceilingspeaker,Speaker,0.357142857,0.483870968,0.14,0.12,Electronic device & accessory,3.75,2.219512195,,,1.793103448,2.741184732
celery,celery,0.923076923,1,0,0.08,Food,4.358974359,2.205128205,4.21875,4.15625,1.46875,0
cello,Cello,0.571428571,0.631578947,0,0,Musical instrument,4.261904762,2.666666667,4.375,3.84375,4.058823529,1.657257198
cellphone,cell phone,0.846153846,0.846153846,0,0,Electronic device & accessory,4.384615385,3.315789474,4.03030303,3.757575758,3.939393939,0.965786682
cementtruck,Cement truck,0.380952381,0.4,0,0,Vehicle,4.452380952,3.261904762,,,2,1.870950594
centurionhelmet,helmet,0.285714286,0.292682927,0,0,War related weapon & item,4.047619048,2.857142857,,,2.147058824,3.38051176
cessna,Airplane,0.357142857,0.384615385,0,0.07,Vehicle,4.097560976,2.902439024,,,3.029411765,2.628404554
chain01,chain,0.923076923,0.947368421,0,0.03,Building material,3.487179487,2.153846154,3.939393939,3.6875,2.242424242,0.297472249
chainlinkfence,fence,0.5,0.512195122,0,0,Building infrastructure,4.523809524,1.952380952,,,2.529411765,2.08406824
chainmail,Chain mail,0.30952381,0.371428571,0,0.1,War related weapon & item,3.928571429,2.833333333,,,1.970588235,2.865707822
chainsaw,Chainsaw,0.714285714,0.769230769,0,0.05,Hand labour tool & accessory,4.380952381,2.714285714,4.21875,3.53125,3.882352941,1.254460735
chair,chair,0.880952381,0.880952381,0,0,Furniture,4.833333333,1.642857143,3,3.8125,3.705882353,0.755418029
chalk,chalk,0.820512821,1,0.13,0.05,Stationary & school supply,3.657894737,1.657894737,4.3125,3.939393939,2.575757576,0
chalkboard01,chalkboard,0.289473684,0.35483871,0.05,0.13,Stationary & school supply,3.447368421,1.894736842,3.696969697,3.242424242,2.212121212,2.397001834
chalkboarderaser01,eraser,0.230769231,0.243243243,0.05,0,Stationary & school supply,3.973684211,2.324324324,4.28125,3.25,3.28125,3.06890311
chameleon,Chameleon,0.333333333,0.424242424,0,0.19,Reptile,3.880952381,3.166666667,,,1.441176471,1.83735491
champagne,champagne,0.41025641,0.41025641,0,0,Food,4.256410256,2.666666667,4.393939394,4.515151515,3.242424242,2.27192049
chandelier,Chandelier,0.30952381,0.333333333,0,0.05,Electronic device & accessory,4.380952381,2.476190476,,,2.088235294,2.444972711
charcoalbarbecue,Barbecue,0.142857143,0.193548387,0.12,0.12,Outdoor activity & sport item,3.75,2.275,,,2.375,3.259701955
cheeseknife01,butter knife,0.210526316,0.4,0.26,0.21,Hand labour tool & accessory,3.058823529,2.428571429,3.333333333,3.636363636,2.636363636,2.341446071
cheetah,cheetah,0.714285714,0.769230769,0,0,Feline,4.30952381,3.30952381,4.09375,3.84375,1.794117647,1.254460735
chefshat,Chefs hat,0.80952381,0.894736842,0.07,0.02,Clothing,3.80952381,2.047619048,3.34375,3.90625,2.242424242,0.695987077
cherry01,cherries,1,1,0,0,Food,4.564102564,2.564102564,4.15625,4.46875,1.53125,0
cherrypicker,Cherry picker,0.19047619,0.380952381,0,0.41,Vehicle,3.714285714,2.976190476,,,2.147058824,2.546846589
cherrytomato01,Tomatoes,0.404761905,0.404761905,0,0,Food,4.731707317,1.951219512,,,1.852941176,2.403255135
chessboard,chess board,0.342105263,0.342105263,0,0,Gamestoy & entertainment,4.153846154,3.769230769,4.363636364,4.484848485,2.818181818,2.019275167
chessknight03a,Chess piece,0.285714286,0.307692308,0,0.05,Gamestoy & entertainment,4.523809524,2.142857143,,,2.647058824,2.82030054
chest01,Chest,0.30952381,0.333333333,0.02,0.02,Furniture,3.904761905,2.146341463,,,2,3.029504288
chickenshishkebab,ShishKabob,0.119047619,0.135135135,0.02,0.05,Food,4.095238095,2.357142857,,,2.205882353,3.682331921
chiliflake,nuts,0.071428571,0.107142857,0.17,0.17,Food,3.3,2.897435897,,,1.90625,4.280394654
chime,chimes,0.380952381,0.666666667,0.02,0.31,Musical instrument,3.804878049,2.243902439,,,2.764705882,1.272055209
chimney,chimney,0.857142857,0.857142857,0,0,Building infrastructure,4.380952381,2.071428571,3.4375,3.5,1.823529412,0.734529921
chimpanzee,monkey,0.523809524,0.523809524,0,0,Mammal,4.30952381,3.261904762,3.322580645,3.53125,2.323529412,1.750219817
chipmunk,Chipmunk,0.571428571,0.666666667,0.02,0.05,Mammal,4.365853659,3.024390244,4.09375,3.78125,1.647058824,1.814536459
chisel02b,chisel,0.236842105,0.529411765,0.08,0.47,Hand labour tool & accessory,3.108108108,2.081081081,3.933333333,3.8,2.7,1.938679017
chocolatechip,Hershey kisses,0.452380952,0.5,0.1,0,Food,4.45,1.756097561,,,1.53125,2.067675191
chocolatecroissant,Pastry,0.214285714,0.243243243,0.02,0.1,Food,3.976190476,2.285714286,,,1.818181818,3.566372622
chocolatefonduedish,fondue dish,0.102564103,0.148148148,0.05,0.23,Kitchen & utensil,3.257142857,2.459459459,,,1.823529412,3.958229169
chocolatemilk,chocolate milk,0.523809524,0.523809524,0,0,Food,4.642857143,1.731707317,3.25,3.35483871,2.352941176,2.285840671
christmasball,christmas ball,0.3125,0.37037037,0,0.13,Decoration & gift accessory,4.051282051,2.358974359,4.419354839,4.225806452,2.258064516,2.548079764
christmaslights,Christmas lights,0.761904762,0.761904762,0,0,Decoration & gift accessory,4.642857143,2.071428571,4.25,3.53125,2.470588235,1.029953591
christmastree,Christmas tree,0.857142857,0.857142857,0,0,Decoration & gift accessory,4.714285714,3.142857143,3.84375,4.15625,2.852941176,0.770476945
christmaswreath,wreath,0.452380952,0.527777778,0,0,Decoration & gift accessory,4.452380952,2.547619048,,,1.941176471,1.391769677
church,church,0.80952381,0.80952381,0,0,Building infrastructure,4.023809524,2.880952381,2.9375,3.6875,2.147058824,1.113064468
cigar,Cigar,0.853658537,0.897435897,0,0.05,Gamestoy & entertainment,4.12195122,1.7,4.34375,3.75,3.911764706,0.682199511
cigarette,cigarette,0.948717949,0.948717949,0,0,Gamestoy & entertainment,4.102564103,2,4.484848485,3.818181818,4.242424242,0.291818257
cinderblock,Cinder block,0.30952381,0.325,0,0.05,Building material,4.571428571,1.833333333,,,1.882352941,2.647516051
clarinet,Clarinet,0.333333333,0.466666667,0.02,0.17,Musical instrument,3.476190476,2.952380952,,,3.363636364,2.704962049
cleaver01,knife,0.58974359,0.638888889,0.03,0.05,Kitchen & utensil,3.763157895,2.052631579,3.290322581,3.551724138,2.793103448,1.981124654
cleaver02,Butcher knife,0.333333333,0.333333333,0,0,Kitchen & utensil,4.452380952,1.738095238,,,3.441176471,2.095615413
clipboard,clipboard,0.58974359,0.793103448,0,0.23,Stationary & school supply,4.076923077,2.078947368,4.272727273,3.787878788,2.181818182,1.270328409
clock01a,clock,0.923076923,0.923076923,0,0,Electronic device & accessory,4.461538462,2.692307692,3.181818182,3.212121212,3.090909091,0.461881705
clock04,clock,0.871794872,0.871794872,0,0,Decoration & gift accessory,3.846153846,3.421052632,2.625,3.393939394,2.484848485,0.747614101
clothesdryingrack,Drying rack,0.142857143,0.24,0.24,0.12,Household article & cleaner,3.12195122,2.428571429,,,1.647058824,3.30346519
clothespin03b,clothes pin,0.538461538,0.724137931,0.03,0.1,Household article & cleaner,4.263157895,2.263157895,4.34375,3,2.575757576,1.444410189
cloud,cloud,0.952380952,0.952380952,0,0,Natural element,4.738095238,2.119047619,4.0625,4.15625,2.205882353,0.276195428
clover,Clover,0.428571429,0.428571429,0,0,Natural element,4.357142857,2.119047619,,,1.705882353,2.25296891
clownfish,Clownfish,0.452380952,0.463414634,0,0.02,Fish,3.952380952,2.976190476,,,1.794117647,1.645418076
coaster,tile,0.435897436,0.653846154,0.13,0.18,Building material,3.057142857,2.8,3.033333333,3.482758621,1.433333333,1.844987572
coathook,Coat hook,0.357142857,0.365853659,0,0.02,Decoration & gift accessory,4.404761905,1.69047619,,,2.666666667,2.266905837
coatrack,Coat rack,0.476190476,0.487804878,0,0,Furniture,4.547619048,1.69047619,,,3.352941176,2.221514751
cobra,snake,0.714285714,0.714285714,0,0,Reptile,4.047619048,2.833333333,3.064516129,3.419354839,2.823529412,1.160506878
cockroach02,Cockroach,0.452380952,0.463414634,0,0,Insect,3.80952381,3.047619048,,,1.794117647,1.943043827
cocktailshrimp02,shrimp,0.761904762,0.820512821,0.05,0.02,Food,3.952380952,2.642857143,3.46875,3.65625,1.878787879,0.885155027
coconut,coconut,0.846153846,0.891891892,0.03,0.03,Food,3.921052632,2.315789474,4.212121212,4.090909091,1.6875,0.656345097
codedoorlock,Lock code,0.142857143,0.162162162,0,0.1,Building infrastructure,4.285714286,2.476190476,,,3.294117647,4.114066203
coffeebean,coffee beans,0.794871795,0.794871795,0,0,Food,4.315789474,2.105263158,4.545454545,4.53125,1.909090909,1.091041049
coffeemachine,coffee machine,0.714285714,0.714285714,0,0,Electronic device & accessory,4.333333333,3.095238095,2.125,3.78125,2.911764706,1.583707771
coffeemaker,coffee maker,0.56097561,0.56097561,0,0,Kitchen & utensil,4.634146341,2.609756098,3.903225806,4.161290323,3.029411765,1.341813372
coffeepot03a,coffee pot,0.487179487,0.5,0,0.03,Kitchen & utensil,4.179487179,2.342105263,4.121212121,4.25,2.181818182,2.788308822
coin01b,coins,0.615384615,0.615384615,0,0,Jewel & money,4.717948718,2.230769231,4.333333333,4.181818182,2.606060606,1.230406928
cola,cola,0.153846154,0.157894737,0,0,Food,3.973684211,2.447368421,3.84375,3.6875,1.59375,4.168465671
colonialhat,hat,0.452380952,0.575757576,0.14,0.07,Clothing,2.975609756,2.55,,,2.033333333,2.41679949
coloringset,coloring set,0.142857143,0.15,0,0.05,Stationary & school supply,4.146341463,2.780487805,,,2.764705882,3.939822782
column,columns,0.142857143,0.176470588,0.02,0.14,Building infrastructure,3.619047619,2.928571429,,,1.235294118,3.984234165
comb02a,comb,0.871794872,0.871794872,0,0,Skincare & bathroom item,4.384615385,1.897435897,3.666666667,2.939393939,4.090909091,0.728258011
communitymailbox,mail box,0.666666667,0.736842105,0,0.05,Building infrastructure,4.095238095,2.523809524,2.3125,3.5,2.727272727,1.455408755
compactpowder,compact,0.236842105,0.264705882,0,0.11,Skincare & bathroom item,3.894736842,2.236842105,4.225806452,3.709677419,3.21875,3.254999238
compostbin,Composter,0.119047619,0.192307692,0.26,0.07,Building infrastructure,3.175,2.3,,,1.78125,3.686419411
computerkeyboard02,keyboard,0.871794872,0.894736842,0,0,Electronic device & accessory,4.692307692,3.102564103,4.151515152,4.121212121,4.03030303,0.695987077
computermouse06,mouse,0.846153846,0.846153846,0,0,Electronic device & accessory,4.769230769,2.58974359,4.666666667,3.909090909,3.1875,0.619382195
condom,condom,1,1,0,0,Skincare & bathroom item,4.076923077,2.153846154,4.03030303,3.878787879,3.393939394,0
congadrum,drum,0.404761905,0.459459459,0,0.12,Musical instrument,3.976190476,2.380952381,,,4.088235294,2.526715371
contactlens,bowl,0.547619048,0.575,0.02,0.02,Kitchen & utensil,4.547619048,1.69047619,3.375,3.375,2.705882353,1.841848484
convertible,Convertible,0.285714286,0.285714286,0,0,Vehicle,4.333333333,2.69047619,,,3.588235294,2.69076928
cookie01,cookie,0.794871795,0.815789474,0.03,0,Food,4.41025641,1.871794872,3.939393939,4.121212121,2.03030303,0.995819997
cookiecutter,cookie cutter,0.564102564,0.709677419,0.03,0.15,Kitchen & utensil,3.717948718,1.974358974,3.939393939,3.848484848,2.03030303,1.724922258
cookingpot,pot,0.595238095,0.641025641,0,0.02,Kitchen & utensil,4.571428571,1.976190476,2.9375,3.9375,2.705882353,1.898314918
cooler01,cooler,0.615384615,0.631578947,0,0.03,Outdoor activity & sport item,4,2.025641026,4.151515152,4.125,2.25,2.03637225
cork01,cork,0.307692308,0.387096774,0.15,0.05,Decoration & gift accessory,3.794117647,2.611111111,2.696969697,3.909090909,2.696969697,2.114225342
cork02,cork,0.642857143,0.75,0.07,0.02,Kitchen & utensil,4.333333333,1.571428571,4.21875,3.28125,3,1.057884807
corkboard,Cork board,0.285714286,0.324324324,0,0.07,Stationary & school supply,4.523809524,1.69047619,,,2.647058824,2.812938921
corkscrew03a,corkscrew,0.538461538,0.677419355,0,0.13,Kitchen & utensil,3.948717949,2.358974359,4.125,3.96875,3.303030303,1.65617483
cormorant,bird,0.452380952,0.558823529,0.05,0.1,Bird,3.214285714,3.19047619,,,1.558823529,2.076812629
corn02,corn,0.642857143,0.642857143,0,0,Food,4.80952381,2.404761905,4.15625,4.25,3.147058824,1.381943367
cornet,trumpet,0.333333333,0.4,0.02,0.1,Musical instrument,3.857142857,2.952380952,,,3.636363636,3.013344262
cottonpad,cotton pad,0.230769231,0.310344828,0.1,0.13,Skincare & bathroom item,3.735294118,2.264705882,3.741935484,3.65625,1.84375,3.503352977
couch02,Couch,0.5,0.5,0,0,Furniture,4.80952381,2.119047619,,,3.205882353,1.754984306
cougar,Cougar,0.285714286,0.352941176,0,0.1,Feline,3.857142857,3.285714286,,,1.735294118,3.083375621
cow,cow,0.928571429,0.928571429,0,0,Mammal,4.714285714,2.904761905,4.125,3.9375,2.911764706,0.371232327
cowbell,flask,0.452380952,0.612903226,0.12,0.14,Kitchen & utensil,3.789473684,2.3,,,2.275862069,1.911607174
crab01,crab,0.952380952,0.975609756,0,0.02,Crustacean,4.119047619,3.095238095,3.78125,3.28125,1.794117647,0.165427034
cracker02,cracker,0.717948718,0.717948718,0,0,Food,4.384615385,2.179487179,4.424242424,4.090909091,1.878787879,1.363082583
craneflower,flower,0.642857143,0.84375,0.19,0.05,Natural element,3.238095238,2.714285714,2.677419355,3.580645161,1.545454545,0.92556367
crayon,crayon,0.820512821,0.820512821,0,0,Stationary & school supply,4.102564103,1.923076923,4.125,3.8125,2.25,1.131556065
cremebrulee,Crème brulee,0.428571429,0.72,0.33,0.05,Food,3.210526316,2.641025641,,,1.535714286,1.481510189
crocodile,Crocodile,0.476190476,0.476190476,0,0,Reptile,4.071428571,3.166666667,,,2.117647059,1.364955883
crocodileclips,cable,0.102564103,0.235294118,0.23,0.26,Electronic device & accessory,3.096774194,2.515151515,,,1.970588235,3.499227547
croissant01,croissant,0.846153846,0.891891892,0,0,Food,4.512820513,2.871794872,4.303030303,4.03030303,1.727272727,0.710399151
cross01,cross,0.880952381,0.880952381,0,0,Decoration & gift accessory,4.547619048,1.380952381,4.15625,3.9375,2.911764706,0.755418029
crosscountryboot,shoe,0.428571429,0.461538462,0.05,0,Clothing,3.261904762,2.404761905,,,2.612903226,2.616730423
crosscountryski,Skis,0.738095238,0.794871795,0,0.07,Outdoor activity & sport item,4.119047619,2.071428571,3.9375,4.0625,3.823529412,0.843567089
crowdcontrolstanchion,Stanchion,0.047619048,0.111111111,0.07,0.29,Building infrastructure,4.195121951,1.536585366,,,1.970588235,3.947702779
